id_0,id_1
805,3458
805,4331
805,4962
805,5679
805,5854
805,6005
805,6690
805,6859
805,7128
805,8347
805,9183
805,58960
805,66582
805,68382
805,70070
805,76863
805,84873
805,94226
805,152366
805,168632
805,190393
805,191266
805,298705
806,2327
806,2722
806,5078
806,7061
806,7081
806,9177
806,14279
806,100675
806,127029
806,182975
808,1785
808,1892
808,13204
808,5283366
810,1342
810,1406
810,2947
810,887535
810,1518322
810,12369444
815,247319
817,1622
819,849
819,1159
819,4191
819,4192
819,5414
819,9522
819,62359
819,94620
821,7231
821,9916
822,931
822,246423
823,2996
823,3084
823,246423
823,7543848
828,8686
839,1538
843,1865
843,3416
843,8547
846,898
846,1038
846,1495
846,1557
846,1782
847,6783
847,525643
849,4237
849,9761322
856,3006
867,1039
867,1127
867,1501
867,1606
867,2048
867,2945
867,6263
867,74397
867,281509
868,1538
868,1610
868,10336
868,1619572
868,13612387
887,4726
887,6690
887,76863
892,1039
892,9183
892,292185
892,310260
892,407188
892,2005781
892,2252591
892,4104927
892,4338602
892,6982223
896,2947
896,3757
896,5995
896,17030
896,4512147
897,1000956
898,1495
898,1554
898,6739
898,406623
900,2059
900,193878
903,1851
903,2947
903,215668
903,985109
912,1343
912,12022
917,1495
917,6263
917,7307
919,1007
919,1098
919,1446
919,5210
919,193878
919,406857
926,2318
938,1454
938,2296
938,2789
938,4479
938,176977
938,439641
938,14539467
959,9219
961,10620
966,6690
966,74398
966,193878
966,292185
966,12133088
971,1025
971,2792
971,2851
971,7228
971,13896
978,1293
978,1910
978,2393
978,3458
978,5123
978,13204
980,2947
980,75332
986,1668
990,2851
990,8513
990,13896
990,152366
995,75354
995,92773
995,92782
995,101645
995,10189104
997,1009
997,1305
997,1454
997,5114
997,7231
997,12297
997,12358
1001,1062
1001,1126
1001,1765
1001,2691
1001,2908
1001,7285
1001,8347
1001,11971
1001,13011
1001,4494623
1002,2605
1002,7541
1004,2353
1004,12316
1005,2947
1005,78998
1005,79236
1005,12133088
1007,1529
1009,1048
1009,1559
1009,13896
1017,5080
1018,1495
1018,5835993
1023,1581
1023,96491
1024,1679838
1025,2792
1025,2851
1025,3098
1025,7304
1025,13896
1033,1529
1033,1557
1033,3198
1033,6263
1036,2059
1036,2337
1036,3280
1036,6005
1036,6009
1036,9123
1036,9522
1036,76064
1038,1495
1038,6815
1039,17030
1040,5102
1048,1201
1048,1568
1048,5679
1048,78668
1049,9183
1049,283018
1054,6819
1054,17026
1060,1120
1060,1477
1060,2851
1060,3198
1060,4215
1060,4509
1060,6815
1060,7308
1060,68382
1062,1560
1062,1782
1062,2059
1062,15827
1062,5330515
1062,13314683
1063,1501
1063,3315
1063,6815
1063,156724
1063,174351
1073,2541
1073,110592
1073,288567
1075,2245
1075,9183
1075,10817
1075,7699874
1083,16317
1083,11142002
1089,6550
1113,2059
1113,5047
1113,14984
1113,243201
1121,193878
1125,1935
1125,2059
1125,2110
1125,2705
1125,3242
1125,8987
1125,827425
1126,1134
1126,1449
1126,2059
1126,3242
1126,5648
1126,152366
1127,2848
1127,3251
1127,281509
1127,1412564
1128,2245
1134,2059
1134,3280
1134,76064
1144,4191
1147,9662
1147,12178
1147,4017020
1147,5531258
1147,6474027
1147,9236850
1148,2425
1154,4699
1154,9522
1154,10808
1154,510086
1154,4768753
1157,4185
1159,1910
1159,2105
1159,2798
1159,9522
1159,5283366
1168,10620
1184,310557
1186,8680
1186,15888
1188,249599
1188,377827
1188,1188009
1188,4404332
1188,145068682
1192,74398
1192,292185
1192,4488458
1192,4688569
1192,12133088
1192,12637039
1192,45663272
1202,1945
1206,2245
1207,1509
1214,2353
1214,5131091
1222,3469
1222,68382
1222,305582
1222,1333264
1222,4951751
1239,1642
1247,12178
1249,2016
1278,71576
1285,12882
1285,1209354
1285,1948791
1293,3281
1293,3458
