artist_id,name,followers,link,country
2691,Grand Corps Malade,1043115,https://www.deezer.com/artist/2691,FR
5837720,Jérémy Frerot,394438,https://www.deezer.com/artist/5837720,FR
5835993,Vianney,2006617,https://www.deezer.com/artist/5835993,FR
2090121,Suzane,194401,https://www.deezer.com/artist/2090121,FR
5417036,Charlotte Cardin,278222,https://www.deezer.com/artist/5417036,CA
5382747,Pomme,455596,https://www.deezer.com/artist/5382747,FR
93114652,J9ueve,147020,https://www.deezer.com/artist/93114652,FR
2789,Ricky Martin,2215045,https://www.deezer.com/artist/2789,PR
2792,Enrique Iglesias,5954676,https://www.deezer.com/artist/2792,ES
6707,Luis Fonsi,3147830,https://www.deezer.com/artist/6707,PR
776,Pitbull,7250933,https://www.deezer.com/artist/776,BY
4698748,Becky G,1866630,https://www.deezer.com/artist/4698748,US
294464,Pedro Capó,539986,https://www.deezer.com/artist/294464,PR
5266156,Sebastian Yatra,2376891,https://www.deezer.com/artist/5266156,CO
4606399,Sofía Reyes,165758,https://www.deezer.com/artist/4606399,MX
13653,Carlos Baute,244285,https://www.deezer.com/artist/13653,VE
9759672,CNCO,1212438,https://www.deezer.com/artist/9759672,US
279489,Gente De Zona,618912,https://www.deezer.com/artist/279489,CU
320004,Abraham Mateo,428652,https://www.deezer.com/artist/320004,ES
2855621,Cali Y El Dandee,859901,https://www.deezer.com/artist/2855621,CO
176977,Juan Magan,618771,https://www.deezer.com/artist/176977,ES
1020109,Black Eyed Peas,6097888,https://www.deezer.com/artist/1020109,US
58568762,Camilo,2277575,https://www.deezer.com/artist/58568762,ES
4476,Reik,2915454,https://www.deezer.com/artist/4476,MX
2252591,TINI,911166,https://www.deezer.com/artist/2252591,AR
93155232,Josas,396233,https://www.deezer.com/artist/93155232,FR
14713007,Missan,151898,https://www.deezer.com/artist/14713007,FR
205310057,So La Zone,150959,https://www.deezer.com/artist/205310057,FR
6672406,Moubarak,115047,https://www.deezer.com/artist/6672406,FR
90765,SAF,218605,https://www.deezer.com/artist/90765,FR
12920049,L'Allemand,683674,https://www.deezer.com/artist/12920049,
53325902,Luv Resval,312494,https://www.deezer.com/artist/53325902,FR
4428187,Alpha Wann,486384,https://www.deezer.com/artist/4428187,FR
4409884,Jazzy Bazz,208782,https://www.deezer.com/artist/4409884,FR
14058915,Squidji,103568,https://www.deezer.com/artist/14058915,FR
48443532,HOUDI,113780,https://www.deezer.com/artist/48443532,FR
64874492,Gracie Abrams,401103,https://www.deezer.com/artist/64874492,US
1176900,Sabrina Carpenter,1803645,https://www.deezer.com/artist/1176900,US
4794264,Niall Horan,1028057,https://www.deezer.com/artist/4794264,IE
4103408,5 Seconds Of Summer,1973432,https://www.deezer.com/artist/4103408,AU
1538640,Little Mix,3746497,https://www.deezer.com/artist/1538640,GB
4794265,Louis Tomlinson,869451,https://www.deezer.com/artist/4794265,GB
11152580,Olivia Rodrigo,1811750,https://www.deezer.com/artist/11152580,US
1267252,Ashe,165010,https://www.deezer.com/artist/1267252,US
15888,Jonas Brothers,1687389,https://www.deezer.com/artist/15888,US
5171069,The Vamps,724662,https://www.deezer.com/artist/5171069,
1181430,Meghan Trainor,1715371,https://www.deezer.com/artist/1181430,US
10452069,Kalash Criminel,936358,https://www.deezer.com/artist/10452069,FR
455775,Larry,618702,https://www.deezer.com/artist/455775,DE
121584,Bosh,434402,https://www.deezer.com/artist/121584,FR
9963,Fresh,168013,https://www.deezer.com/artist/9963,DE
483,Britney Spears,5443745,https://www.deezer.com/artist/483,US
83,The Pussycat Dolls,1116971,https://www.deezer.com/artist/83,US
45,Jennifer Lopez,6385415,https://www.deezer.com/artist/45,US
116,Christina Aguilera,3907792,https://www.deezer.com/artist/116,US
249599,Jason Derulo,5601424,https://www.deezer.com/artist/249599,US
64333,Flo Rida,4735161,https://www.deezer.com/artist/64333,US
5843,Fergie,1999106,https://www.deezer.com/artist/5843,US
10226,will.i.am,2392412,https://www.deezer.com/artist/10226,US
12243,Taio Cruz,2409181,https://www.deezer.com/artist/12243,GB
